indicador,fase,dia,fecha,denominador,numerador,resultado,unidad,naturaleza
PACI,POSTTEST,1,2026-08-19,57,56,98.24561403508771,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,2,2026-07-02,56,43,76.78571428571429,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,2,2026-08-20,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,3,2026-07-03,57,39,68.42105263157895,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,3,2026-08-21,57,56,98.24561403508771,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,4,2026-07-06,56,43,76.78571428571429,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,4,2026-08-24,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,5,2026-07-07,57,39,68.42105263157895,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,5,2026-08-25,57,55,96.49122807017544,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,6,2026-07-08,56,39,69.64285714285714,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,6,2026-08-26,56,53,94.64285714285714,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,7,2026-07-09,57,43,75.43859649122807,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,7,2026-08-27,57,54,94.73684210526315,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,8,2026-07-10,56,40,71.42857142857143,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,8,2026-08-28,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,9,2026-07-13,57,40,70.17543859649122,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,9,2026-08-31,57,55,96.49122807017544,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,10,2026-07-14,56,43,76.78571428571429,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,10,2026-09-01,56,53,94.64285714285714,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,11,2026-07-15,57,43,75.43859649122807,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,11,2026-09-02,57,56,98.24561403508771,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,12,2026-07-16,56,41,73.21428571428571,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,12,2026-09-03,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,13,2026-07-17,57,41,71.9298245614035,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,13,2026-09-04,57,55,96.49122807017544,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,14,2026-07-20,56,42,75.0,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,14,2026-09-07,56,54,96.42857142857143,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,15,2026-07-21,57,42,73.68421052631578,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,15,2026-09-08,57,56,98.24561403508771,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,16,2026-07-22,56,37,66.07142857142857,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,16,2026-09-09,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,17,2026-07-24,57,43,75.43859649122807,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,17,2026-09-10,57,56,98.24561403508771,%,SIMULATED_SOURCE_AGGREGATE
PACI,PRETEST,18,2026-07-30,56,40,71.42857142857143,%,USER_DECLARED_REAL_AGGREGATE
PACI,POSTTEST,18,2026-09-11,56,54,96.42857142857143,%,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,1,2026-07-01,57,11970.0,210.0,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,1,2026-08-19,57,861.0,15.105263157894736,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,2,2026-07-02,56,12830.0,229.10714285714286,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,2,2026-08-20,56,1025.0,18.303571428571427,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,3,2026-07-03,57,10984.0,192.7017543859649,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,3,2026-08-21,57,530.0,9.298245614035087,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,4,2026-07-06,56,11654.0,208.10714285714286,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,4,2026-08-24,56,1126.0,20.107142857142858,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,5,2026-07-07,57,11685.0,205.0,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,5,2026-08-25,57,986.0,17.29824561403509,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,6,2026-07-08,56,12292.0,219.5,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,6,2026-08-26,56,1014.0,18.107142857142858,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,7,2026-07-09,57,13384.0,234.80701754385964,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,7,2026-08-27,57,678.0,11.894736842105264,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,8,2026-07-10,56,11318.0,202.10714285714286,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,8,2026-08-28,56,762.0,13.607142857142858,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,9,2026-07-13,57,9679.0,169.80701754385964,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,9,2026-08-31,57,604.0,10.596491228070175,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,10,2026-07-14,56,9190.0,164.10714285714286,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,10,2026-09-01,56,661.0,11.803571428571429,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,11,2026-07-15,57,12682.0,222.49122807017545,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,11,2026-09-02,57,958.0,16.80701754385965,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,12,2026-07-16,56,12214.0,218.10714285714286,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,12,2026-09-03,56,1053.0,18.803571428571427,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,13,2026-07-17,57,10277.0,180.2982456140351,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,13,2026-09-04,57,986.0,17.29824561403509,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,14,2026-07-20,56,11917.0,212.80357142857142,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,14,2026-09-07,56,890.0,15.892857142857142,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,15,2026-07-21,57,12865.0,225.7017543859649,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,15,2026-09-08,57,752.0,13.192982456140351,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,16,2026-07-22,56,11900.0,212.5,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,16,2026-09-09,56,650.0,11.607142857142858,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,17,2026-07-24,57,13070.0,229.2982456140351,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,17,2026-09-10,57,792.0,13.894736842105264,s,SIMULATED_SOURCE_AGGREGATE
TPI,PRETEST,18,2026-07-30,56,14045.0,250.80357142857142,s,USER_DECLARED_REAL_AGGREGATE
TPI,POSTTEST,18,2026-09-11,56,896.0,16.0,s,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,1,2026-07-01,57,45,78.94736842105263,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,1,2026-08-19,57,53,92.98245614035088,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,2,2026-07-02,56,42,75.0,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,2,2026-08-20,56,53,94.64285714285714,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,3,2026-07-03,57,43,75.43859649122807,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,3,2026-08-21,57,55,96.49122807017544,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,4,2026-07-06,56,46,82.14285714285714,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,4,2026-08-24,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,5,2026-07-07,57,45,78.94736842105263,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,5,2026-08-25,57,54,94.73684210526315,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,6,2026-07-08,56,44,78.57142857142857,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,6,2026-08-26,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,7,2026-07-09,57,46,80.7017543859649,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,7,2026-08-27,57,55,96.49122807017544,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,8,2026-07-10,56,45,80.35714285714286,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,8,2026-08-28,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,9,2026-07-13,57,42,73.68421052631578,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,9,2026-08-31,57,55,96.49122807017544,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,10,2026-07-14,56,46,82.14285714285714,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,10,2026-09-01,56,53,94.64285714285714,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,11,2026-07-15,57,45,78.94736842105263,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,11,2026-09-02,57,53,92.98245614035088,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,12,2026-07-16,56,42,75.0,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,12,2026-09-03,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,13,2026-07-17,57,45,78.94736842105263,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,13,2026-09-04,57,56,98.24561403508771,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,14,2026-07-20,56,48,85.71428571428571,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,14,2026-09-07,56,53,94.64285714285714,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,15,2026-07-21,57,43,75.43859649122807,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,15,2026-09-08,57,54,94.73684210526315,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,16,2026-07-22,56,44,78.57142857142857,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,16,2026-09-09,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,17,2026-07-24,57,48,84.21052631578947,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,17,2026-09-10,57,53,92.98245614035088,%,SIMULATED_SOURCE_AGGREGATE
PACR,PRETEST,18,2026-07-30,56,45,80.35714285714286,%,USER_DECLARED_REAL_AGGREGATE
PACR,POSTTEST,18,2026-09-11,56,55,98.21428571428571,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,1,2026-07-01,57,38,66.66666666666666,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,1,2026-08-19,57,54,94.73684210526315,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,2,2026-07-02,56,37,66.07142857142857,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,2,2026-08-20,56,53,94.64285714285714,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,3,2026-07-03,57,38,66.66666666666666,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,3,2026-08-21,57,52,91.22807017543859,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,4,2026-07-06,56,33,58.92857142857143,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,4,2026-08-24,56,53,94.64285714285714,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,5,2026-07-07,57,36,63.1578947368421,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,5,2026-08-25,57,54,94.73684210526315,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,6,2026-07-08,56,33,58.92857142857143,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,6,2026-08-26,56,53,94.64285714285714,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,7,2026-07-09,57,38,66.66666666666666,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,7,2026-08-27,57,54,94.73684210526315,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,8,2026-07-10,56,35,62.5,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,8,2026-08-28,56,52,92.85714285714286,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,9,2026-07-13,57,35,61.40350877192983,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,9,2026-08-31,57,51,89.47368421052632,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,10,2026-07-14,56,33,58.92857142857143,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,10,2026-09-01,56,51,91.07142857142857,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,11,2026-07-15,57,33,57.89473684210527,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,11,2026-09-02,57,52,91.22807017543859,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,12,2026-07-16,56,35,62.5,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,12,2026-09-03,56,51,91.07142857142857,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,13,2026-07-17,57,33,57.89473684210527,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,13,2026-09-04,57,52,91.22807017543859,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,14,2026-07-20,56,31,55.35714285714286,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,14,2026-09-07,56,52,92.85714285714286,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,15,2026-07-21,57,36,63.1578947368421,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,15,2026-09-08,57,51,89.47368421052632,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,16,2026-07-22,56,32,57.14285714285714,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,16,2026-09-09,56,52,92.85714285714286,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,17,2026-07-24,57,33,57.89473684210527,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,17,2026-09-10,57,53,92.98245614035088,%,SIMULATED_SOURCE_AGGREGATE
PRA,PRETEST,18,2026-07-30,56,35,62.5,%,USER_DECLARED_REAL_AGGREGATE
PRA,POSTTEST,18,2026-09-11,56,51,91.07142857142857,%,SIMULATED_SOURCE_AGGREGATE
